# 泰深输入法专业词库 — 医学
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一年生植物	yinianshengzhiwu
过硼酸钠	guopengsuanna
迈之灵	maizhiling
迈之灵片	maizhilingpian
迎香	yingxiang
运动中枢	yundongzhongshu
运动区	yundongqu
运动单位	yundongdanwei
运动处方	yundongchufang
运动失调	yundongshitiao
运动强度	yundongqiangdu
运动性失语	yundongxingshiyu
运动疗法	yundongliaofa
运动神经元病	yundongshenjingyuanbing
运动终板	yundongzhongban
运动觉	yundongjue
运动记忆	yundongjiyi
近中	jinzhong
近侧	jince
返魂草	fanhuncao
返魂草颗粒	fanhuncaokeli
还原固精丸	huanyuangujingwan
还原型谷胱甘肽	huanyuanxingguguanggantai
进动	jindong
进化遗传学	jinhuayichuanxue
进行性指掌角皮症	jinxingxingzhizhangjiaopizheng
进行性核上性麻痹	jinxingxingheshangxingmabi
进行性骨化性肌炎	jinxingxingguhuaxingjiyan
进食障碍	jinshizhangai
远中	yuanzhong
远程会诊	yuanchenghuizhen
远程医学	yuanchengyixue
远缘杂种	yuanyuanzazhong
连枷胸	lianjiaxiong
连续切片	lianxuqiepian
连翘提取物	lianqiaotiquwu
连翘败毒丸	lianqiaobaiduwan
连翘败毒片	lianqiaobaidupian
连花清瘟胶囊	lianhuaqingwenjiaonang
连锁不平衡	liansuobupingheng
连锁分析	liansuofenxi
连锁图	liansuotu
连锁基因	liansuojiyin
连锁相	liansuoxiang
连锁群	liansuoqun
连锁遗传	liansuoyichuan
迟发性运动障碍	chifaxingyundongzhangai
述情障碍	shuqingzhangai
迷路炎	miluyan
追风药酒	zhuifengyaojiu
追风透骨丸	zhuifengtouguwan
追风透骨片	zhuifengtougupian
退变性关节炎	tuibianxingguanjieyan
退嗽露	tuisoulu
退热贴	tuiretie
退行期	tuixingqi
退障眼膏	tuizhangyangao
适合度	shihedu
适宜刺激	shiyiciji
适应证	shiyingzheng
适应障碍	shiyingzhangai
逆传心包	nichuanxinbao
逆行射精	nixingshejing
逆行性牙髓炎	nixingxingyasuiyan
逆行肾盂造影	nixingshenyuzaoying
选择压力	xuanzeyali
选择反应时	xuanzefanyingshi
选择基因	xuanzejiyin
选择强度	xuanzeqiangdu
选择性培养基	xuanzexingpeiyangji
选择性注意	xuanzexingzhuyi
选择性缄默症	xuanzexingjianmozheng
选择染色	xuanzeranse
选择毒性	xuanzeduxing
选择系数	xuanzexishu
选择蛋白	xuanzedanbai
逍遥丸浓缩丸	xiaoyaowannongsuowan
透壁性心肌梗死	toubixingxinjigengsi
透明层	toumingceng
透明质酸	toumingzhisuan
透明质酸酶	toumingzhisuanmei
透明质酸钠	toumingzhisuanna
透明质酸钠凝胶	toumingzhisuannaningjiao
透明软骨	toumingruangu
透皮贴剂	toupitieji
透过性	touguoxing
透骨香	touguxiang
通便消痤片	tongbianxiaocuopian
通便灵	tongbianling
通便灵胶囊	tongbianlingjiaonang
通天口服液	tongtiankoufuye
通天穴	tongtianxue
通宣理肺丸	tongxuanlifeiwan
通宣理肺片	tongxuanlifeipian
通心络胶囊	tongxinluojiaonang
通痹胶囊	tongbijiaonang
通窍救心油	tongqiaojiuxinyou
通窍活血汤	tongqiaohuoxuetang
通窍益心丸	tongqiaoyixinwan
通窍耳聋丸	tongqiaoerlongwan
通窍鼻炎片	tongqiaobiyanpian
通络下乳	tongluoxiaru
通络生骨胶囊	tongluoshenggujiaonang
通络祛痛膏	tongluoqutonggao
通脉养心丸	tongmaiyangxinwan
通脉胶囊	tongmaijiaonang
通脉降糖胶囊	tongmaijiangtangjiaonang
通脉降脂片	tongmaijiangzhipian
通脉颗粒	tongmaikeli
通舒口爽胶囊	tongshukoushuangjiaonang
通里	tongli
速克感冒片	sukeganmaopian
速尿	suniao
速尿片	suniaopian
速感宁胶囊	suganningjiaonang
速效心痛滴丸	suxiaoxintongdiwan
速效感冒胶囊	suxiaoganmaojiaonang
速效救心丸	suxiaojiuxinwan
速效止泻胶囊	suxiaozhixiejiaonang
速溶阿胶颗粒	surongejiaokeli
造口	zaokou
造影导管	zaoyingdaoguan
造血器官	zaoxueqiguan
造血干细胞	zaoxueganxibao
造血祖细胞	zaoxuezuxibao
造血系统	zaoxuexitong
造釉细胞瘤	zaoyouxibaoliu
逻辑记忆	luojijiyi
遗传与优生	yichuanyuyousheng
遗传印记	yichuanyinji
遗传图	yichuantu
遗传性共济失调	yichuanxinggongjishitiao
遗传性疾病	yichuanxingjibing
遗传性痉挛性截瘫	yichuanxingjingluanxingjietan
遗传性肾炎	yichuanxingshenyan
遗传性血管性水肿	yichuanxingxueguanxingshuizhong
遗传流行病学	yichuanliuxingbingxue
遗传背景	yichuanbeijing
遗传药理学	yichuanyaolixue
遗尿停胶囊	yiniaotingjiaonang
遗尿病	yiniaobing
遗忘综合征	yiwangzonghezheng
遥测心电图	yaocexindiantu
避孕器	biyunqi
邓小平理论概论	dengxiaopinglilungailun
邓铁涛	dengtietao
邝安堃	kuangankun
那他霉素	natameisu
那可丁	nakeding
那如三味丸	narusanweiwan
那敏伪麻胶囊	naminweimajiaonang
那格列奈	nagelienai
那格列奈片	nagelienaipian
那氟沙星	nafushaxing
邪正	xiezheng
邪气盛则实	xieqishengzeshi
邬维庸	wuweiyong
邹国英	zouguoying
邻氨基苯甲酸	linanjibenjiasuan
郁病	yubing
郁积性皮炎	yujixingpiyan
郁证	yuzheng
郁金银屑片	yujinyinxiepian
郄穴	qiexue
郄门	qiemen
郑夏恩	zhengxiaen
郑怀贤	zhenghuaixian
郑曼青	zhengmanqing
郑维健	zhengweijian
郭家麒	guojiaqi
都梁滴丸	douliangdiwan
都梁软胶囊	douliangruanjiaonang
都气丸	douqiwan
配伍禁忌	peiwujinji
酒石酸吉他霉素	jiushisuanjitameisu
酒石酸唑吡坦片	jiushisuanzuobitanpian
酒石酸托特罗定	jiushisuantuoteluoding
酒石酸美托洛尔	jiushisuanmeituoluoer
酒石酸美托洛尔片	jiushisuanmeituoluoerpian
酒石酸锑钾	jiushisuantijia
酒石酸长春瑞滨	jiushisuanchangchunruibin
酒窝成形术	jiuwochengxingshu
酒精中毒性脑病	jiujingzhongduxingnaobing
酒精性肝损坏	jiujingxinggansunhuai
酒精性肝炎	jiujingxingganyan
酒精性肝硬化	jiujingxingganyinghua
酒精性脂肪肝	jiujingxingzhifanggan
酒精擦浴	jiujingcayu
酚中毒	fenzhongdu
酚咖麻敏胶囊	fenkamaminjiaonang
酚氨咖敏片	fenankaminpian
酚磺乙胺注射液	fenhuangyianzhusheye
酚苄明	fenbianming
酚酞片	fentaipian
酚麻美敏片	fenmameiminpian
酞丁安乳膏	taidinganrugao
酪氨酸血症	laoansuanxuezheng
酪氨酸酶	laoansuanmei
酪胺	laoan
酪酸梭菌	laosuansuojun
酪酸梭菌活菌胶囊	laosuansuojunhuojunjiaonang
酪醇	laochun
酮康他索乳膏	tongkangtasuorugao
酮康唑乳膏	tongkangzuorugao
酮康唑洗剂	tongkangzuoxiji
酮康唑片	tongkangzuopian
酮康唑胶囊	tongkangzuojiaonang
酮替芬	tongtifen
酮洛芬	tongluofen
酮洛芬搽剂	tongluofenchaji
酶切	meiqie
酶联免疫吸附测定	meilianmianyixifuceding
酶联免疫吸附试验	meilianmianyixifushiyan
酸性蛋白酶	suanxingdanbaimei
酸枣仁汤	suanzaorentang
酸橙	suancheng
醋五味子	cuwuweizi
醋氮酰胺	cudanxianan
醋氯芬酸	culvfensuan
醋氯芬酸肠溶片	culvfensuanchangrongpian
醋甲唑胺	cujiazuoan
醋甲唑胺片	cujiazuoanpian
醋硝香豆素	cuxiaoxiangdousu
醋碘苯酸钠	cudianbensuanna
醋酸亮丙瑞林	cusuanliangbingruilin
醋酸倍他米松搽剂	cusuanbeitamisongchaji
醋酸可的松	cusuankedisong
醋酸可的松滴眼液	cusuankedisongdiyanye
醋酸地塞米松	cusuandisaimisong
醋酸地塞米松软膏	cusuandisaimisongruangao
醋酸曲安奈德	cusuanquannaide
醋酸曲普瑞林	cusuanqupuruilin
醋酸氟轻松	cusuanfuqingsong
醋酸氟轻松乳膏	cusuanfuqingsongrugao
醋酸氢化可的松	cusuanqinghuakedisong
醋酸氯地孕酮	cusuanlvdiyuntong
醋酸泼尼松	cusuanponisong
醋酸泼尼松片	cusuanponisongpian
醋酸泼尼松龙	cusuanponisonglong
醋酸甲羟孕酮	cusuanjiaqiangyuntong
醋酸甲羟孕酮片	cusuanjiaqiangyuntongpian
醋酸白试验	cusuanbaishiyan
醋酸纤维素	cusuanxianweisu
醋酸钙颗粒	cusuangaikeli
醋酸铅	cusuanqian
醒脑再造胶囊	xingnaozaizaojiaonang
醒脑安神胶囊	xingnaoanshenjiaonang
醒脑静	xingnaojing
醒脑静注射液	xingnaojingzhusheye
醒脾开胃颗粒	xingpikaiweikeli
醛缩酶	quansuomei
醽醁	linglu
采血针	caixiezhen
釉质发育不全	youzhifayubuquan
释放因子	shifangyinzi
释放度	shifangdu
重唇	zhongchun
重复尿道	chongfuniaodao
重复序列	chongfuxulie
重复感染	chongfuganran
重复肾	chongfushen
重大传染病疫情	zhongdachuanranbingyiqing
重度精神发育迟滞	zhongdujingshenfayuchizhi
重感灵片	zhongganlingpian
重症监护	zhongzhengjianhu
重症联合免疫缺陷	zhongzhenglianhemianyiquexian
重症肌无力	zhongzhengjiwuli
重睑	zhongjian
重睑成形术	zhongjianchengxingshu
重睑术	zhongjianshu
重组人生长激素	chongzurenshengzhangjisu
重组人胰岛素	chongzurenyidaosu
重组体	chongzuti
重组修复	chongzuxiufu
重组值	chongzuzhi
重组子	chongzuzi
重组率	chongzulv
重组质粒	chongzuzhili
重铬酸盐	zhonggesuanyan
重链	zhonglian
野兔热	yeture
野决明	yejueming
野口英世	yekouyingshi
野战外科学	yezhanwaikexue
野木瓜片	yemuguapian
野生型基因	yeshengxingjiyin
野百合碱	yebaihejian
野菊花栓	yejuhuashuan
野颠茄	yedianjia
量反应	liangfanying
金世力德	jinshilide
金丝桃	jinsitao
金丝桃苷	jinsitaogan
金乌骨通胶囊	jinwugutongjiaonang
金佛止痛丸	jinfuzhitongwan
金刚乙胺	jingangyian
金刚胶囊	jingangjiaonang
金刚藤胶囊	jingangtengjiaonang
金刚藤软胶囊	jingangtengruanjiaonang
金刺参九正合剂	jincicanjiuzhengheji
金匮肾气丸	jinkuishenqiwan
金喉健喷雾剂	jinhoujianpenwuji
金嗓子喉片	jinsangzihoupian
金嗓散结丸	jinsangsanjiewan
金复康口服液	jinfukangkoufuye
金奥康	jinaokang
金属络合剂	jinshuluoheji
金振口服液	jinzhenkoufuye
金日牌西洋参含片	jinripaixiyangshenhanpian
金明渊	jinmingyuan
金栀洁龈含漱液	jinzhijiekenhanshuye
金梅清暑颗粒	jinmeiqingshukeli
金樱	jinying
金樱根	jinyinggen
金樱首乌汁	jinyingshouwuzhi
金橘叶	jinjuye
金水宝片	jinshuibaopian
金水宝胶囊	jinshuibaojiaonang
金泽冠心胶囊	jinzeguanxinjiaonang
金牛眼药	jinniuyanyao
金盏银盘	jinzhanyinpan
金石斛	jinshihu
金线吊葫芦	jinxiandiaohulu
金线莲	jinxianlian
金羚感冒片	jinlingganmaopian
金胃泰胶囊	jinweitaijiaonang
金芪降糖胶囊	jinqijiangtangjiaonang
金芪降糖颗粒	jinqijiangtangkeli
金花明目丸	jinhuamingmuwan
金荞麦片	jinqiaomaipian
金莲清热泡腾片	jinlianqingrepaotengpian
金莲清热颗粒	jinlianqingrekeli
金莲花胶囊	jinlianhuajiaonang
金莲花软胶囊	jinlianhuaruanjiaonang
金菌灵胶囊	jinjunlingjiaonang
金葡素注射液	jinpusuzhusheye
金观源	jinguanyuan
金诺芬	jinnuofen
金贝痰咳清颗粒	jinbeitankeqingkeli
金达克宁	jindakening
金铁锁	jintiesuo
金铃子散	jinlingzisan
金银花口服液	jinyinhuakoufuye
金银花含片	jinyinhuahanpian
金银花露	jinyinhualu
金银花颗粒	jinyinhuakeli
金锁固精丸	jinsuogujingwan
金防感冒颗粒	jinfangganmaokeli
金雀花碱	jinquehuajian
金霉素眼膏	jinmeisuyangao
金霉素软膏	jinmeisuruangao
金骨莲胶囊	jingulianjiaonang
金鸡片	jinjipian
金鸡胶囊	jinjijiaonang
金黄色葡萄球菌	jinhuangseputaoqiujun
金龙胶囊	jinlongjiaonang
鉴别诊断	jianbiezhenduan
针刺疗法	zhenciliaofa
针刺试验	zhencishiyan
针刺镇痛	zhencizhentong
针灸治疗学	zhenjiuzhiliaoxue
针灸甲乙经	zhenjiujiayijing
钕玻璃	nvboli
钙代谢紊乱	gaidaixiewenluan
钙化上皮瘤	gaihuashangpiliu
钙化影	gaihuaying
钙化性肌腱炎	gaihuaxingjijianyan
钙化灶	gaihuazao
钙拮抗药	gaijiekangyao
钙结合蛋白	gaijiehedanbai
钙铁锌硒维生素	gaitiexinxiweishengsu
钛板	taiban
钝器伤	dunqishang
钝痛	duntong
钟乳洞	zhongrudong
钟尚志	zhongshangzhi
钟惠澜	zhonghuilan
钡餐透视	beicantoushi
钢牙	gangya
钩吻中毒	gouwenzhongdu
钩椎关节	gouchuiguanjie
钩毛	goumao
钩端螺旋体	gouduanluoxuanti
钩端螺旋体疫苗	gouduanluoxuantiyimiao
钩端螺旋体病	gouduanluoxuantibing
钩藤汤	goutengtang
钱乙	qianyi
钱雷	qianlei
钳刮术	qianguashu
钻山风	zuanshanfeng
钻山风糖浆	zuanshanfengtangjiang
铁扫帚	tiesaozhou
铁染色	tieranse
铁棒锤止痛膏	tiebangchuizhitonggao
铁皮枫斗胶囊	tiepifengdoujiaonang
铁皮枫斗颗粒	tiepifengdoukeli
铁筷子	tiekuaizi
铁缺乏	tiequefa
铁锌钙	tiexingai
铅尘	qianchen
铋中毒	bizhongdu
铜中毒	tongzhongdu
铝尘肺	lvchenfei
铝碳酸镁	lvtansuanmei
铝碳酸镁咀嚼片	lvtansuanmeijujuepian
铝碳酸镁片	lvtansuanmeipian
铝碳酸镁颗粒	lvtansuanmeikeli
铝镁加混悬液	lvmeijiahunxuanye
铬中毒	gezhongdu
铬鼻病	gebibing
银丹心泰滴丸	yindanxintaidiwan
银丹心脑通软胶囊	yindanxinnaotongruanjiaonang
银屑灵	yinxieling
银屑病关节炎	yinxiebingguanjieyan
银屑胶囊	yinxiejiaonang
银屑颗粒	yinxiekeli
银杏内酯	yinxingneizhi
银杏叶丸	yinxingyewan
银杏叶分散片	yinxingyefensanpian
银杏叶提取物	yinxingyetiquwu
银杏叶提取物片	yinxingyetiquwupian
银杏叶片	yinxingyepian
银杏叶胶囊	yinxingyejiaonang
银杏叶软胶囊	yinxingyeruanjiaonang
银杏洋参胶囊	yinxingyangcanjiaonang
银杏胶囊	yinxingjiaonang
银杏软胶囊	yinxingruanjiaonang
银杏达莫注射液	yinxingdamozhusheye
银杏酮酯	yinxingtongzhi
银杏酮酯分散片	yinxingtongzhifensanpian
银杏酮酯滴丸	yinxingtongzhidiwan
银柴颗粒	yinchaikeli
银红补肾药酒	yinhongbushenyaojiu
银翘片	yinqiaopian
银翘解毒丸	yinqiaojieduwan
银翘解毒合剂	yinqiaojieduheji
银翘解毒片	yinqiaojiedupian
银翘解毒胶囊	yinqiaojiedujiaonang
银翘解毒颗粒	yinqiaojiedukeli
银翘颗粒	yinqiaokeli
银耳多糖	yinerduotang
银花感冒颗粒	yinhuaganmaokeli
银花泌炎灵片	yinhuamiyanlingpian
银菊清咽颗粒	yinjuqingyankeli
银葛通脉茶	yingetongmaicha
银贝止咳颗粒	yinbeizhikekeli
银黄分散片	yinhuangfensanpian
银黄口服液	yinhuangkoufuye
银黄含化片	yinhuanghanhuapian
银黄含片	yinhuanghanpian
银黄注射液	yinhuangzhusheye
银黄清肺胶囊	yinhuangqingfeijiaonang
银黄滴丸	yinhuangdiwan
银黄片	yinhuangpian
银黄胶囊	yinhuangjiaonang
银黄颗粒	yinhuangkeli
铸工尘肺	zhugongchenfei
链球菌性肺炎	lianqiujunxingfeiyan
链球菌感染	lianqiujunganran
锁定钢板	suodinggangban
锁阳固精丸	suoyanggujingwan
锁阳补肾胶囊	suoyangbushenjiaonang
锁骨上淋巴结	suogushanglinbajie
锁骨上窝	suogushangwo
锁骨下动脉	suoguxiadongmai
锁骨下静脉	suoguxiajingmai
锁骨中线	suoguzhongxian
锁骨骨折	suoguguzhe
锌缺乏	xinquefa
锐痛	ruitong
错义突变	cuoyitubian
锤状趾	chuizhuangzhi
锥体外系反应	zhuitiwaixifanying
锥体外系疾病	zhuitiwaixijibing
锥体系统	zhuitixitong
锯齿缘	juchiyuan
镇咳糖浆	zhenketangjiang
镇痛膏	zhentonggao
镇脑宁胶囊	zhennaoningjiaonang
镍钛合金	nietaihejin
镜湖马路	jinghumalu
镫骨手术	denggushoushu
镰刀菌病	liandaojunbing
镰状细胞贫血	lianzhuangxibaopinxue
长强	zhangqiang
长强穴	zhangqiangxue
长时记忆	zhangshijiyi
长春宝丸	changchunbaowan
长春瑞滨	changchunruibin
长春益寿膏	changchunyishougao
长春西汀	changchunxiting
长春西汀注射液	changchunxitingzhusheye
长源甘平	zhangyuanganping
长肌	zhangji
长角	zhangjiao
门体分流术	mentifenliushu
门冬氨酸	mendongansuan
门冬氨酸钾	mendongansuanjia
门冬氨酸钾镁	mendongansuanjiamei
门冬氨酸鸟氨酸	mendongansuanniaoansuan
门冬胰岛素	mendongyidaosu
门冬胰岛素注射液	mendongyidaosuzhusheye
门冬酰胺	mendongxianan
门冬酰胺酶	mendongxiananmei
门脉高压	menmaigaoya
门静脉血栓形成	menjingmaixueshuanxingcheng
门静脉高压	menjingmaigaoya
闭合性气胸	bihexingqixiong
闭合性脑损伤	bihexingnaosunshang
闭塞性动脉硬化	bisexingdongmaiyinghua
闭塞性动脉硬化症	bisexingdongmaiyinghuazheng
闭孔	bikong
闭孔疝	bikongshan
闭孔神经	bikongshenjing
闭角型青光眼	bijiaoxingqingguangyan
间使	jianshi
间使穴	jianshixue
间变	jianbian
间接接触	jianjiejiechu
间接死因	jianjiesiyin
间接转移	jianjiezhuanyi
间日疟	jianrinve
间歇性外斜视	jianxiexingwaixieshi
间歇性跛行	jianxiexingboxing
间皮	jianpi
间羟胺	jianqiangan
间苯三酚	jianbensanfen
间质性肺炎	jianzhixingfeiyan
间质性肾炎	jianzhixingshenyan
间质性膀胱炎	jianzhixingpangguangyan
阈浓度	yunongdu
阑尾穴	lanweixue
阑尾类癌	lanweileiai
防保站	fangbaozhan
防参止痒颗粒	fangcanzhiyangkeli
防己黄芪汤	fangjihuangqitang
防护口罩	fanghukouzhao
防护手套	fanghushoutao
防芷鼻炎片	fangzhibiyanpian
防衰益寿丸	fangshuaiyishouwan
防风通圣	fangfengtongsheng
防风通圣丸	fangfengtongshengwan
防风通圣散	fangfengtongshengsan
阳性体征	yangxingtizheng
阳春口服液	yangchunkoufuye
阳极效应	yangjixiaoying
阳溪	yangxi
阳溪穴	yangxixue
阳生植物	yangshengzhiwu
阳白	yangbai
阳白穴	yangbaixue
阳脉之海	yangmaizhihai
阳虚寒凝证	yangxuhanningzheng
阳虚水泛	yangxushuifan
阳虚血瘀证	yangxuxueyuzheng
阳谷穴	yangguxue
阳辅穴	yangfuxue
阴囊损伤	yinnangsunshang
阴囊水肿	yinnangshuizhong
阴囊湿疹	yinnangshizhen
阴囊疱疹	yinnangpaozhen
阴囊瘙痒	yinnangsaoyang
阴囊肿大	yinnangzhongda
阴寒证	yinhanzheng
阴平阳秘	yinpingyangmi
阴影效应	yinyingxiaoying
阴液亏损	yinyekuisun
阴盛格阳	yinshenggeyang
阴脉之海	yinmaizhihai
阴茎假体植入术	yinjingjiatizhirushu
阴茎再造术	yinjingzaizaoshu
阴茎延长术	yinjingyanchangshu
阴茎异常勃起	yinjingyichangboqi
阴茎扭转	yinjingniuzhuan
阴茎损伤	yinjingsunshang
阴茎海绵体	yinjinghaimianti
阴茎畸形	yinjingjixing
阴茎癌	yinjingai
阴茎肿瘤	yinjingzhongliu
阴茎部分切除术	yinjingbufenqiechushu
阴虚内热证	yinxuneirezheng
阴虚发热	yinxufare
阴虚火旺	yinxuhuowang
阴虚火旺证	yinxuhuowangzheng
阴虚血瘀证	yinxuxueyuzheng
阴虚阳亢	yinxuyangkang
阴虚阳亢证	yinxuyangkangzheng
阴虱病	yinshibing
阴道再造术	yindaozaizaoshu
阴道冲洗	yindaochongxi
阴道出血	yindaochuxie
阴道分泌物检查	yindaofenmiwujiancha
阴道前庭	yindaoqianting
阴道松弛	yindaosongchi
阴道横隔	yindaohengge
阴道毛滴虫病	yindaomaodichongbing
阴道痉挛	yindaojingluan
阴道紧缩术	yindaojinsuoshu
阴道纵膈	yindaozongge
阴道纵隔	yindaozongge
阴道肿瘤	yindaozhongliu
阴道脱垂	yindaotuochui
阴道镜检查	yindaojingjiancha
阴道闭锁	yindaobisuo
阴都	yindou
阴阳两虚证	yinyangliangxuzheng
阴阳互根	yinyanghugen
阴阳消长	yinyangxiaozhang
阴阳离决	yinyanglijue
阴阳转化	yinyangzhuanhua
阵发性心动过速	zhenfaxingxindongguosu
阻力血管	zulixueguan
阻塞性肺气肿	zusexingfeiqizhong
阻生牙拔除术	zushengyabachushu
阿义马林	ayimalin
阿仑膦酸钠	alunlinsuanna
阿伐斯汀	afasiting
阿加曲班	ajiaquban
阿卡波糖	akabotang
阿卡波糖片	akabotangpian
阿司匹林泡腾片	asipilinpaotengpian
阿司匹林片	asipilinpian
阿司匹林缓释片	asipilinhuanshipian
阿司匹林肠溶片	asipilinchangrongpian
阿司匹林肠溶胶囊	asipilinchangrongjiaonang
阿司咪唑	asimizuo
阿司米星	asimixing
阿咖酚散	akafensan
阿咖酚胶囊	akafenjiaonang
阿奇霉素分散片	aqimeisufensanpian
阿奇霉素干混悬剂	aqimeisuganhunxuanji
阿奇霉素注射液	aqimeisuzhusheye
阿奇霉素片	aqimeisupian
阿奇霉素肠溶片	aqimeisuchangrongpian
阿奇霉素胶囊	aqimeisujiaonang
阿奇霉素颗粒	aqimeisukeli
阿尔茨海默病	aercihaimobing
阿尔马尔	aermaer
阿归养血糖浆	aguiyangxuetangjiang
阿德福韦酯	adefuweizhi
阿德福韦酯片	adefuweizhipian
阿德福韦酯胶囊	adefuweizhijiaonang
阿扑吗啡	apumafei
阿托伐他汀	atuofatating
阿托伐他汀钙	atuofatatinggai
阿托伐他汀钙片	atuofatatinggaipian
阿托品眼膏	atuopinyangao
